image_path,label,filename,file_hash
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Atopic Dermatitis Photos/05atopicChild0828062.jpg,Atopic Dermatitis Photos,05atopicChild0828062.jpg,fb220d524897a50948eb5965becd7b8cdca6895235efc2d54b41e7b9c89aeccb
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Atopic Dermatitis Photos/05AtopicWrist.jpg,Atopic Dermatitis Photos,05AtopicWrist.jpg,bdc363b8583632c849b7368aab5b93f9824f3df3572618532105eee74b7fdf93
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Atopic Dermatitis Photos/05AtopicHandq.jpg,Atopic Dermatitis Photos,05AtopicHandq.jpg,b7dfddd322ba2654434e4044f524665cddd817df4c87d04bca70f78ed73f5a43
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Bullous Disease Photos/dermatitis-herpetiformis-8.jpg,Bullous Disease Photos,dermatitis-herpetiformis-8.jpg,a6919901fb3786121a22487074c745c39572b567e44f2b0b3bc18cbaa8d3087a
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Bullous Disease Photos/pemphigus-93.jpg,Bullous Disease Photos,pemphigus-93.jpg,f8c5808d5105d06f2b62cf7476aa10d9eb6aa2817bf838d31db193f52dd4d45b
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Bullous Disease Photos/dermatitis-herpetiformis-5.jpg,Bullous Disease Photos,dermatitis-herpetiformis-5.jpg,f3764961a5a419edcafe96e905ff13c8c2b020c823a1af23f88ed3d5b1f6ec83
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Bullous Disease Photos/dermatitis-herpetiformis-7.jpg,Bullous Disease Photos,dermatitis-herpetiformis-7.jpg,8df913b1c444abd0905be7452881ed57366ea2cc6ab6dc4215515b367dc37f77
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Bullous Disease Photos/dermatitis-herpetiformis-6.jpg,Bullous Disease Photos,dermatitis-herpetiformis-6.jpg,9fc96372f9fb2402925e79bc60a64fa1fcc65a838e361a9a3deef828e3772329
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Bullous Disease Photos/pemphigus-9.jpg,Bullous Disease Photos,pemphigus-9.jpg,9f211fb7277d3ec7ccdaf291ac30aa1dd4e581fb2a01bd7623b99f93e3460e12
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Bullous Disease Photos/pemphigus-10.jpg,Bullous Disease Photos,pemphigus-10.jpg,1043d98822bb47177f1ab7fa7bac11edfd6cc3b2b75ebe38a88988a28a0fc2fd
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Bullous Disease Photos/pemphigus-14.jpg,Bullous Disease Photos,pemphigus-14.jpg,343f29085c4ab4612f19e84c59beac62b20e0890ef9345dab7755097781c9838
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Bullous Disease Photos/dermatitis-herpetiformis-3.jpg,Bullous Disease Photos,dermatitis-herpetiformis-3.jpg,705a2c4833a8017acddaa1eabd9ef49738a983ec31b1f2ecbbfcdbb34e93292d
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Bullous Disease Photos/grovers-disease-1.jpg,Bullous Disease Photos,grovers-disease-1.jpg,910db615834a0698b79ff5b037f27629fda3ca3e33860b78a60d725cf5860d9a
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Cellulitis Impetigo and other Bacterial Infections/Folliculitis-Gram-Negative-1.jpg,Cellulitis Impetigo and other Bacterial Infections,Folliculitis-Gram-Negative-1.jpg,1b360fb4201e53a8d95bf3a2b9e4f0b1fdb82a7aba7a19807fc92aebb15b0478
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Cellulitis Impetigo and other Bacterial Infections/9sporotrichoidMarinum871-GP3.jpg,Cellulitis Impetigo and other Bacterial Infections,9sporotrichoidMarinum871-GP3.jpg,5beb2a7db2a7d0c9c48db175f93fba94bde801980063dbd80cc8e3b937f96af7
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Cellulitis Impetigo and other Bacterial Infections/impetigo-30.jpg,Cellulitis Impetigo and other Bacterial Infections,impetigo-30.jpg,7ffd4fe22cff087ed011284de87eb69143b62cc2c481f2d1e142d6d0e609a4e9
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Cellulitis Impetigo and other Bacterial Infections/Pseudomonas-Cellulitis-3.jpg,Cellulitis Impetigo and other Bacterial Infections,Pseudomonas-Cellulitis-3.jpg,02bbd06e4983e854e7649b212158d1e75991aaf0e80ac5ce8b4025c2bdcb96f0
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Cellulitis Impetigo and other Bacterial Infections/9sporotrichoidMarinum87-GP3.jpg,Cellulitis Impetigo and other Bacterial Infections,9sporotrichoidMarinum87-GP3.jpg,89e533e12f8def6e015635339a94e147d17534055e287e54fb8a81eaa47a7e2e
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Cellulitis Impetigo and other Bacterial Infections/Pseudomonas-Folliculitis-1.jpg,Cellulitis Impetigo and other Bacterial Infections,Pseudomonas-Folliculitis-1.jpg,5596296949687fa7eea61f2c611b0348d8c8fba493f8aae9e3bfb0da3d3a9394
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-hyperkeratotic-1.jpg,Eczema Photos,eczema-hyperkeratotic-1.jpg,287a3a5cb7fe4404b5974991feb5164c0d2d6576d384835b54bd11a6abc65f5b
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-hand-16.jpg,Eczema Photos,eczema-hand-16.jpg,7884e03c044e64b09553a22e703ebfd0d0068531db23b8be330e271af1b6ed04
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-trunk-generalized-3.jpg,Eczema Photos,eczema-trunk-generalized-3.jpg,957741d9ad4a40c826a5f83cda020400381f29fe2b43550e97206781f9abfe02
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-nummular-20.jpg,Eczema Photos,eczema-nummular-20.jpg,2ecfda25be7838dea2f9ed35bc53ddfb9818819fcd637eb28565dcbae2bd81ff
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/lichen-simplex-chronicus-175.jpg,Eczema Photos,lichen-simplex-chronicus-175.jpg,0c186725238762624293f21e9a8412d1c44ef5ade0090aba033a98a5ac193461
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-subacute-51.jpg,Eczema Photos,eczema-subacute-51.jpg,d2767a9ff1890db42aefd55811bd8805845ebb28a1d6f4c27bf337d33b3075af
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-subacute-40.jpg,Eczema Photos,eczema-subacute-40.jpg,f32dfe2a95d5fa0e3ab06c0873dbe3168f43e3987c2b1b703714b412b197e6a2
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-trunk-generalized-12.jpg,Eczema Photos,eczema-trunk-generalized-12.jpg,49e59ddbe7df6228aedf26873bd407ae840ee39c8521a3000b07a8dc310e1094
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-hand-127.jpg,Eczema Photos,eczema-hand-127.jpg,71ec1fc114132f60a390d2f1ae6a350a922fb74672335458c9b0b5c6a8532832
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/03DermatitisArm.jpg,Eczema Photos,03DermatitisArm.jpg,0ce709bcedcfea843b2c702d23bc562fabdcea5ba087815a1530a98416a65b99
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/chapped-fissured-feet-12.jpg,Eczema Photos,chapped-fissured-feet-12.jpg,fd6744d40ce8ae0ff2cb904e5da1786edc1e6da14819ae77fc4c7ba1477b9730
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-leg-6.jpg,Eczema Photos,eczema-leg-6.jpg,2a30d04c12b8ff95c876eb2f6f6ade6a7b4b51bf87dc4d695ac1cdfc2c9ae0c6
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-trunk-generalized-15.jpg,Eczema Photos,eczema-trunk-generalized-15.jpg,c512ca6e6ae7090098a7f2bee29072cd68780d0839b47f8fa72f9eb26c1f2781
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/chapped-fissured-feet-11.jpg,Eczema Photos,chapped-fissured-feet-11.jpg,c7aad64e0b272798dc2202b6805d12ca4123a399a75cd2a3ea0a77adac8bc12a
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-leg-7.jpg,Eczema Photos,eczema-leg-7.jpg,f23fbe6fff71df402259337ee0e48ca939e445a8972ca9b0940a6344ab001b65
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-areola-16.jpg,Eczema Photos,eczema-areola-16.jpg,32be3686429a72759703397387ce020e543d1aeb708fcafab0f10f55c4094135
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-trunk-generalized-25.jpg,Eczema Photos,eczema-trunk-generalized-25.jpg,858db02a5cee986c73d774102cb80a9c28249635a685b9d2e2cb2d9430689834
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-scrotum-4.jpg,Eczema Photos,eczema-scrotum-4.jpg,736fcd53fb3d9355ad0239ac629169803eca430058dca885371a64533b6c4240
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-acute-1.jpg,Eczema Photos,eczema-acute-1.jpg,baffd63e0839880ecdcae0b07a25ccfddb25544231b9fd999c071520585f8b56
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-areola-17.jpg,Eczema Photos,eczema-areola-17.jpg,406b71f3dd9c6a7b15235dce7f83af01ac942bc8e1144c270233f4a517665735
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-fingertips-62.jpg,Eczema Photos,eczema-fingertips-62.jpg,1d86dd26001e1132571d6dbf6bc41018afa5d85df572aafa9e4d9e9f14eb9ce1
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/neurotic-excoriations-67.jpg,Eczema Photos,neurotic-excoriations-67.jpg,70dba38acfed676a8ae024e3622861263d56abbb56a962068e9ab3399c6ee771
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/05hyperkeratosis02010.jpg,Eczema Photos,05hyperkeratosis02010.jpg,fa801f4d8c0efcae080a1c0e79f2a9a70f5a8ad15009f958c603c601a541a66b
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/prurigo-nodularis-46.jpg,Eczema Photos,prurigo-nodularis-46.jpg,7d40fa7014c080b49d79fdea9aa50348c4e02b227e624980ca7d68c576c8da69
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-hand-95.jpg,Eczema Photos,eczema-hand-95.jpg,f8d883a4989c41b0271bcf297e4a4ca699a187623540a8a163c83eecf0412afe
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-trunk-generalized-27.jpg,Eczema Photos,eczema-trunk-generalized-27.jpg,f85d6cf61652528fe76d8c73b9a869672beb80e3e93ba0dfc6ddc8b421132e7e
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-areola-14.jpg,Eczema Photos,eczema-areola-14.jpg,f7ef3d64b7865a5a8796b56d46f435195a8e67a9bafb8b110989c62dd0f85b58
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-leg-8.jpg,Eczema Photos,eczema-leg-8.jpg,ce709f63b41bbf692fc3559fff0649dd1f932bda687cd5856f44d6adfe59a7e5
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-penis-1.jpg,Eczema Photos,eczema-penis-1.jpg,d2767a9ff1890db42aefd55811bd8805845ebb28a1d6f4c27bf337d33b3075af
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-nummular-128.jpg,Eczema Photos,eczema-nummular-128.jpg,feb93f1b6676c76bb9b8438fcdf8e9de25f59cefd33c0a4e511cb126137272c3
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-subacute-13.jpg,Eczema Photos,eczema-subacute-13.jpg,93eaf59854e1454038b339584abfa4fc4e968c136daef3c430bf61a92fb6c6c4
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Eczema Photos/eczema-areola-10.jpg,Eczema Photos,eczema-areola-10.jpg,9f4274743a64bbc04ab205b3a89fcd756f891fdda1fa81dfd1b0c343f6ace306
